ID,Priority_Tier,Final_Score,High_Urgency_Flag,Lead_Score,Enhanced_Score,Intent_Signal,Freshness_Score,Size_Score,Proximity_Score,State,Proposal No.,Project Name,Project Proponent,Location,Sector,Category,Proposal Status,Recommended_Products,Submission_Year,Other Details,Project_Description,Officer_Name,Officer_Phone,Officer_Email,Officer_Address,Officer_Role,Officer_Distance_KM
25,Tier 2 - High Priority,75.2,True,92,68.0,0.75,0.4666666666666667,0.7,1.0,Uttar Pradesh,IA/UP/INFRA1/566176/2026,"Development of High Speed Access Controlled Corridor from Shamli - Gorakhpur (Phase-I) in the state of Uttar Pradesh (Package-5, Ch. from 214+350 to Ch. 273+415).",NATIONAL HIGHWAY AUTHORITY OF INDIA,UTTAR PRADESH,INFRA-1,A,Proposal Accepted and Referred to EAC,"Bitumen, Diesel, Road Construction Materials",2026,Category: A Sector: INFRA-1 Date of Submission: 23/01/2026,"The National Highways Authority of India (NHAI) is developing a 348+184 km High-Speed Access-Controlled Greenfield Corridor from Shamli to Gorakhpur (Phase-I) in Uttar Pradesh. The alignment starts at the junction of Ambala-Shamli Expressway and Delhi-Saharanpur-Dehradun Expressway (NH-709B) near Gogwan Jalalpur village in Shamli district, Uttar Pradesh. It passes through Shamli, Muzaffarnagar, Saharanpur, Bijnor, Moradabad, Rampur, Bareilly, Pilibhit, and Shahjahanpur districts in Uttar Pradesh",Retail Regional Manager - Lucknow,0522-2309581,lucknow.retrm@hpcl.in,"Plot No. 1, Nehru Enclave, Gomti Nagar, Lucknow, Uttar Pradesh - 226010",Retail Regional Manager,0.0
26,Tier 2 - High Priority,75.2,True,92,68.0,0.75,0.4666666666666667,0.7,1.0,Uttar Pradesh,IA/UP/INFRA1/564915/2026,Development of High Speed Access Controlled Corridor from Shamli - Gorakhpur (Phase-I) in the state of Uttar Pradesh (Package 2 Ch 86+860 Km to Ch 142+195 Km),NATIONAL HIGHWAY AUTHORITY OF INDIA,UTTAR PRADESH,INFRA-1,A,Proposal Accepted and Referred to EAC,"Bitumen, Diesel, Road Construction Materials",2026,Category: A Sector: INFRA-1 Date of Submission: 23/01/2026,"NHAI is developing a 348+184 km High-Speed Access-Controlled Greenfield Corridor from Shamli to Gorakhpur (Phase-I) in Uttar Pradesh. The alignment starts at the junction of Ambala-Shamli Expressway and Delhi-Saharanpur-Dehradun Expressway (NH-709B) near Gogwan Jalalpur village in Shamli district, Uttar Pradesh. The alignment traverses through the districts of Shamli, Muzaffarnagar, Saharanpur, Bijnor, Moradabad, Rampur, Bareilly, Pilibhit, and Shahjahanpur in Uttar Pradesh, as well as Haridwar ",Retail Regional Manager - Lucknow,0522-2309581,lucknow.retrm@hpcl.in,"Plot No. 1, Nehru Enclave, Gomti Nagar, Lucknow, Uttar Pradesh - 226010",Retail Regional Manager,0.0
27,Tier 2 - High Priority,75.2,True,92,68.0,0.75,0.4666666666666667,0.7,1.0,Uttar Pradesh,IA/UP/INFRA1/565744/2026,"Development of High Speed Access Controlled Corridor from Shamli - Gorakhpur (Phase-I) in the state of Uttar Pradesh (Package-3, From Ch. 142+195 to Ch. 214+350).",NATIONAL HIGHWAY AUTHORITY OF INDIA,UTTAR PRADESH,INFRA-1,A,Proposal Accepted and Referred to EAC,"Bitumen, Diesel, Road Construction Materials",2026,Category: A Sector: INFRA-1 Date of Submission: 23/01/2026,"The National Highways Authority of India (NHAI) is developing a 348+184 km High-Speed Access-Controlled Greenfield Corridor from Shamli to Gorakhpur (Phase-I) in Uttar Pradesh. The alignment starts at the junction of Ambala-Shamli Expressway and Delhi-Saharanpur-Dehradun Expressway (NH-709B) near Gogwan Jalalpur village in Shamli district, Uttar Pradesh. It passes through Shamli, Muzaffarnagar, Saharanpur, Bijnor, Moradabad, Rampur, Bareilly, Pilibhit, and Shahjahanpur districts in Uttar Pradesh",Retail Regional Manager - Lucknow,0522-2309581,lucknow.retrm@hpcl.in,"Plot No. 1, Nehru Enclave, Gomti Nagar, Lucknow, Uttar Pradesh - 226010",Retail Regional Manager,0.0
28,Tier 2 - High Priority,75.2,True,92,68.0,0.75,0.4666666666666667,0.7,1.0,Uttar Pradesh,IA/UP/INFRA1/565775/2026,"Development of High Speed Access Controlled Corridor from Shamli - Gorakhpur (Phase-l) in the state of Uttar Pradesh (Package 4 (Moradabad Spur, from Ch. 00+000 to Ch. 42+230).",NATIONAL HIGHWAY AUTHORITY OF INDIA,UTTAR PRADESH,INFRA-1,A,Proposal Accepted and Referred to EAC,"Bitumen, Diesel, Road Construction Materials",2026,Category: A Sector: INFRA-1 Date of Submission: 23/01/2026,"NHAI is developing a 348.184 km High-Speed Access-Controlled Greenfield Corridor from Shamli to Gorakhpur (Phase-I) in Uttar Pradesh. The project also includes a spur which traverses through the districts of Bijnor, Moradabad, and Amroha in Uttar Pradesh. The total length of the spur is 42.230 Km. The project also includes a spur that starts from Ch. 0+000 at its intersection with NH-9 and extends up to Ch. 42+230, where it meets the main Gorakhpur–Shamli alignment at Ch. 138+115. This spur trav",Retail Regional Manager - Lucknow,0522-2309581,lucknow.retrm@hpcl.in,"Plot No. 1, Nehru Enclave, Gomti Nagar, Lucknow, Uttar Pradesh - 226010",Retail Regional Manager,0.0
29,Tier 1 - Immediate,75.0,True,82,72.0,0.7,0.8666666666666667,0.4,1.0,Maharashtra,SIA/MH/INFRA2/567894/2026,"Environmental Clearance for Proposed Residential and Commercial project at Sr. no. 84/17, 84/18, 84/19, 84/20A, 84/20B, 84/21, 84/22, 84/23, 84/24, 84/25, 84/26, CTS NO. 1246, 1266, 1267, 1269, 1270 (P), At - Mundhawa, Tal – Pune City by Godrej Properties Limited",Ankit Malviya,MAHARASHTRA,INFRA-2,B2,Under Verification,"Diesel, Bitumen, Lubricants, Generator Fuel",2026,Category: B2 Sector: INFRA-2 Date of Submission: 04/02/2026,Expansion in Proposed Residential and Commercial project,Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
30,Tier 1 - Immediate,74.9,True,98,65.0,0.3,0.9666666666666668,0.7,1.0,Madhya Pradesh,IA/MP/MIN/562764/2026,"Majhgawan Diamond Mine of M/s. NMDC Ltd with total excavation of 13.90 LTPA [ROM Kimberlite ore @ 8 LTPA and Overburden removal @ 5.90 LTPA for production of 1.00 lakh carats of Diamonds per annum] within the mine lease area of 113.332 Ha (Main Lease) Located at Majhgawan, Tehsil & District Panna, Madhya Pradesh",NMDC LIMITED,MADHYA PRADESH,Non-Coal,A,Under Examination,"Diesel, Lubricants, Transportation Fuel",2026,Category: A Sector: Non-Coal Mining Date of Submission: 07/02/2026,"This is an existing project of M/s. NMDC Limited. The Diamond Mining Project comprises of Main Mining and Supplementary mining lease obtained EC on 13/1/2006 under EIA Notification 1994. The operations involved in Main Mining Lease includes excavating Kimberlite Ore and waste excavation. The Kimberlite ore is processed in processing plant situated in Supplementary Mining Lease located adjacent to MML for recovery of Diamonds. The present proposal is seeking EC from MOEFCC under EIA Notification,",Retail Regional Manager - Bhopal,0755-4274021,bhop.retrm@hpcl.in,"Gautam Nagar P.O. Govindpura, Bhopal, Madhya Pradesh - 462023",Retail Regional Manager,0.0
31,Tier 1 - Immediate,73.9,True,76,73.0,0.7,0.9,0.4,1.0,Maharashtra,IA/MH/IND2/548717/2026,"Environmental Clearance (EC) of Proposed Expansion of Distillery Project from 500 KLPD to 750 KLPD (Ethanol) based on B Heavy /Cane Juice/ Cane Syrup at Village: Pawarwadi, Tal. - Majalgaon, Dist.- Beed, State: Maharashtra by M/s. NSL Sugars Limited, Unit III – (NSLSL) under B2 Category.",NSL SUGARS LIMITED,MAHARASHTRA,Industrial,B2,Under Examination,"Furnace Oil, Diesel, Lubricants",2026,Category: B2 Sector: Industrial Projects - 2 Date of Submission: 05/02/2026,"Environmental Clearance (EC) for the Proposed Expansion of distillery Plant from the existing 500 KLPD(Ethanol) based on Syrup/B heavy Molasses and Grain to 750 KLPD(Expansion of 250 KLPD Ethanol based on Cane Juice/Cane Syrup/B Heavy Molasses) at Village: Pawarwadi, Tal. - Majalgaon, Dist.- Beed, State: Maharashtra by M/s. NSL Sugars Limited, Unit III – (NSLSL) under B2 Category.",Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
32,Tier 1 - Immediate,73.6,True,82,70.0,0.7,0.8,0.4,1.0,Maharashtra,SIA/MH/INFRA2/566883/2026,"Proposed Expansion of Environment Clearance for Residential project on Plot no. 05, Sector 9, Vashi, Navi Mumbai by M/s. Arihant Estates.",M/s Arihant Aashiyana Pvt Ltd,MAHARASHTRA,INFRA-2,B2,Under Verification,"Diesel, Bitumen, Lubricants, Generator Fuel",2026,Category: B2 Sector: INFRA-2 Date of Submission: 02/02/2026,"Proposed Expansion of Environment Clearance for Residential project on Plot no. 05, Sector 9, Vashi, Navi Mumbai by M/s. Arihant Estates.",Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
33,Tier 2 - High Priority,73.2,True,83,69.0,0.7,0.8333333333333334,0.4,0.8,West Bengal,IA/WB/IND1/567762/2026,"Proposed Expansion of existing DI Pipe Manufacturing Unit by installation of Blast Furnace with Pig Casting Machine, Captive Power Plant, Sinter Plant at Mouza–Bamunara P.o-Gopalpur, District-Paschim Bardhaman, State-West Bengal by M/s Kejriwal Castings Limited",KEJRIWAL CASTINGS LIMITED,WEST BENGAL,Industrial,A,EDS Raised,"Furnace Oil, Diesel, Lubricants",2026,Category: A Sector: Industrial Projects - 1 Date of Submission: 03/02/2026,"M/s Kejriwal Castings Limited (KCL) has proposed Expansion of existing DI Pipe Manufacturing Unit by installation of Blast Furnace with Pig Casting Machine, Captive Power Plant, Sinter Plant at Mouza–Bamunara P.o-Gopalpur, District-Paschim Bardhaman, State-West Bengal. This project earlier got Environmental clearance from West Bengal SEIAA vide letter dated 388/EN/T-II-I/066/2018 Dated 18.02.2020 for DI Pipe Manufacturing facility with Production Capacity – 97200 TPA and Plant Area – 10.41 Acre.",Regional Manager - Kolkata,+91-9547535867,kolkata.retrm@hpcl.in,"2ND FLOOR, No-6, Church Lane, Bbd Bag, Kolkata-700001, West Bengal",Regional Manager,0.0
34,Tier 2 - High Priority,73.2,True,83,69.0,0.7,0.6333333333333333,0.6,1.0,West Bengal,IA/WB/IND1/562136/2026,Proposed Expansion cum Modification of Existing Steel Plant.,JAI BALAJI INDUSTRIES LTD,WEST BENGAL,Industrial,A,EDS Raised,"Furnace Oil, Diesel, Lubricants",2026,Category: A Sector: Industrial Projects - 1 Date of Submission: 28/01/2026,"Proposed expansion cum modification of existing steel plant by capacity enhancement of Iron Ore Beneficiation Plant from 0.6 MTPA to 1.2 MTPA, capacity enhancement of Iron Ore Pellet Plant from 0.6 MTPA to 1.2 MTPA, capacity enhancement of existing Coal Washery from 0.216 MTPA to 0.84 MTPA, change of configuration & capacity of DRI Kilns from (1x500 TPD + 1x350 TPD) to (2x500 TPD) and retention of existing 7x50 TPD DRI Kilns, 3x16 MVA Submerged Arc Furnaces (New), 1x1,00,000 TPA capacity PCI Uni",Regional Manager - Kolkata,+91-9547535867,kolkata.retrm@hpcl.in,"2ND FLOOR, No-6, Church Lane, Bbd Bag, Kolkata-700001, West Bengal",Regional Manager,0.0
35,Tier 1 - Immediate,71.9,True,95,62.0,0.75,0.2666666666666667,0.7,1.0,Uttar Pradesh,IA/UP/INFRA1/563455/2026,"Vision Document & Master Plan 2045 for Bundelkhand Industrial Development Authority (BIDA), Jhansi District, Uttar Pradesh",Bundelkhand industrial development authority,UTTAR PRADESH,INFRA-1,A,Under Examination,"Bitumen, Diesel, Road Construction Materials",2026,Category: A Sector: INFRA-1 Date of Submission: 17/01/2026,"The Bundelkhand Industrial Development Authority (BIDA) is a transformative initiative by the Government of Uttar Pradesh, aimed at fostering industrialization, economic growth, and urban development in the Bundelkhand region. The proposed greenfield industrial city, covering 253.33 sq. km (62599.20 Acres) across 33 villages in Jhansi District, is designed to serve as a catalyst for economic rejuvenation while maintaining environmental sustainability and social inclusivity. It is strategically l",Retail Regional Manager - Lucknow,0522-2309581,lucknow.retrm@hpcl.in,"Plot No. 1, Nehru Enclave, Gomti Nagar, Lucknow, Uttar Pradesh - 226010",Retail Regional Manager,0.0
36,Tier 2 - High Priority,71.8,True,83,67.0,0.7,0.7,0.4,1.0,Maharashtra,IA/MH/IND3/562976/2026,"Expansion Project For The Manufacturing Of API And API Intermediate Products From 14688 TPA To 45641.52 TPA By M/S. Aarti Pharmalabs Limited Located at Plot No.: K- 14, 15, 16, 17, 18 & 19, MIDC Tarapur, Taluka & District: Palghar, Maharashtra, India – 401506.",AARTI PHARMALABS LIMITED,MAHARASHTRA,Industrial,A,EDS Raised,"Furnace Oil, Diesel, Lubricants",2026,Category: A Sector: Industrial Projects - 3 Date of Submission: 30/01/2026,"The activity is for enhancement in the production capacity of API and API Intermediate products from 14688 TPA to 45641.52 TPA at Plot no. K-14, 15, 16,17,18,19, MIDC Tarapur, Palghar, Maharashtra. The expansion will be done in by inclusion of adjoining additional plots namely (K-14, 15 &16) along with increase in utilities and equipments.",Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
37,Tier 1 - Immediate,71.5,True,82,67.0,0.7,0.7,0.4,1.0,Maharashtra,SIA/MH/INFRA2/566617/2026,"Environmental Clearance for Expansion in Proposed Commercial developmental project at Sr. No. 271/1, 275, 275/A, 275/B, Baner, Tal – Haveli, Pune 411045 by Mr. Sandeep Sudhir Jadhav & Others.",SANDEEP JADHAV,MAHARASHTRA,INFRA-2,B2,Under Verification,"Diesel, Bitumen, Lubricants, Generator Fuel",2026,Category: B2 Sector: INFRA-2 Date of Submission: 30/01/2026,Expansion in Proposed Commercial developmental project,Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
38,Tier 1 - Immediate,71.4,True,98,60.0,0.6,0.4333333333333333,0.8,0.7,Madhya Pradesh,IA/MP/MIN/565780/2026,"Proposed Naubasta-Kolard Part-A (Padriya_Rajarwara_Khamhariya Kala) Limestone Block (Area: 569.286 Ha) with Limestone Production Capacity: 1.00 Million TPA, Top Soil: 0.01 Million TPA and Waste: 0.42 Million TPA (Total Excavation: 1.43 Million TPA) along with installation of 1400 TPH Capacity of Crusher located at Villages: Padariya, Rajarwara, Khamhariya Kala, Chhinda, Patna, Damha, Kolard & Naubasta, Taluka: Nagod, District: Satna, State: Madhya Pradesh of Dalmia Cement (Bharat) Ltd.",DALMIA CEMENT (BHARAT) LIMITED,MADHYA PRADESH,Non-Coal,A,Under Examination,"Diesel, Lubricants, Transportation Fuel",2026,Category: A Sector: Non-Coal Mining Date of Submission: 22/01/2026,"Dalmia Cement (Bharat) Limited has proposed Naubasta-Kolard Part-A (Padriya_Rajawara_Khamhariya Kala) Limestone Block (Area: 569.286 Ha) with Limestone Production Capacity: 1.00 Million TPA, Top Soil: 0.01 Million TPA and Waste: 0.42 Million TPA (Total Excavation: 1.43 Million TPA) along with installation of 1400 TPH Capacity of Crusher located at Villages: Padariya, Rajarwara, Khamhariya Kala, Chhinda, Patna, Damha, Kolard & Naubasta, Taluka: Nagod, District: Satna, State: Madhya Pradesh. DCBL ",Retail Regional Manager - Bhopal,0755-4274021,bhop.retrm@hpcl.in,"Gautam Nagar P.O. Govindpura, Bhopal, Madhya Pradesh - 462023",Retail Regional Manager,0.0
39,Tier 1 - Immediate,71.4,True,91,63.0,0.3,0.9,0.7,1.0,Maharashtra,IA/MH/IND3/551578/2026,"Proposed Expansion of Synthetic Resin Manufacturing Unit with a Total Capacity of 2,500 TPM",mechemco Industries,MAHARASHTRA,Industrial,A,Under Examination,"Furnace Oil, Diesel, Lubricants",2026,Category: A Sector: Industrial Projects - 3 Date of Submission: 05/02/2026,"The company M/s. Mechemco Industries has existing Synthetic resin (by Mixing and Blending) production plant of 500 MT/M capacity at Plot No. A-37/1/1, A-37/1/2, A-37/2/1, MIDC Patalganga Industrial Area, Kaire Village, Khalapur, Panvel 410207 Maharashtra, India. The proposed land (area 3000 m2) which is already under possession is non-agricultural one and is located in industrial belt with good infrastructure. Now, industry proposed additional product Unsaturated polyester Resin and Vinyl Ester ",Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
40,Tier 1 - Immediate,71.2,True,95,61.0,0.3,0.9,0.6,1.0,Madhya Pradesh,SIA/MP/MIN/558360/2026,Rajeev Jain Jijora Stone Mine Area- 1.050 ha,RAJEEV JAIN,MADHYA PRADESH,Non-Coal,B1,Under Verification,"Diesel, Lubricants, Transportation Fuel",2026,Category: B1 Sector: Non-Coal Mining Date of Submission: 05/02/2026,THIS IS A OPENCAST MINE AND ITS A OPERATING MINE WITH EC FROM DEIAA AND CTO FROM MPPCB APPLYING FOR REAPPRAISAL TO SEIAA FOR EC. WE HAVE PREPARED THE EIA/EMP FOR THE PROJECT CONSIDERING THE CLUSTER,Retail Regional Manager - Bhopal,0755-4274021,bhop.retrm@hpcl.in,"Gautam Nagar P.O. Govindpura, Bhopal, Madhya Pradesh - 462023",Retail Regional Manager,0.0
41,Tier 1 - Immediate,71.1,True,90,63.0,0.3,0.9666666666666668,0.6,1.0,West Bengal,SIA/WB/INFRA2/568089/2026,"Environmental Clearance for Proposed Residential Housing Project ""UDDGITA"" by M/s. AMBUJA HOUSING AND URBAN INFRASTRUCTURE COMPANY LIMITED at Mouza -Kalikapur, J.L. No. 40, Patharghata gram panchayat, P.S. - New Town (Formerly Rajarhat), District -North 24 Parganas, West Bengal",AMBUJA HOUSING AND URBAN INFRASTRUCTURE COMPANY LIMITED,WEST BENGAL,INFRA-2,B1,Under Examination,"Diesel, Bitumen, Lubricants, Generator Fuel",2026,Category: B1 Sector: INFRA-2 Date of Submission: 07/02/2026,This is a proposed residential housing project.,Regional Manager - Kolkata,+91-9547535867,kolkata.retrm@hpcl.in,"2ND FLOOR, No-6, Church Lane, Bbd Bag, Kolkata-700001, West Bengal",Regional Manager,0.0
42,Tier 1 - Immediate,71.0,True,92,62.0,0.7,0.4,0.6,1.0,Haryana,SIA/HR/INFRA2/558361/2026,Revision & Expansion of Group Housing Project,ADORE PROPMART LLP,HARYANA,INFRA-2,B1,Under Verification,"Diesel, Bitumen, Lubricants, Generator Fuel",2026,Category: B1 Sector: INFRA-2 Date of Submission: 21/01/2026,"M/s Adore Propmart LLP has proposed revision and expansion on land measuring 9.2453 acres at Revenue estate of village shikohpur & Kherki Daula, Tehsil- Manesar, sector 77, Gurugram, Haryana",Retail Regional Manager - Panipat,0180-2681328,panipat.retrm@hpcl.in,"E-22, Court Road, Industrial Area, Panipat - 132101",Retail Regional Manager,0.0
43,Tier 1 - Immediate,71.0,True,92,62.0,0.3,0.9333333333333332,0.6,1.0,Maharashtra,SIA/MH/INFRA2/566861/2026,Proposed SR Scheme at village Kurar Malad (E) Mumbai 400 097,D G S TOWNSHIP PRIVATE LIMITED,MAHARASHTRA,INFRA-2,B1,Under Verification,"Diesel, Bitumen, Lubricants, Generator Fuel",2026,Category: B1 Sector: INFRA-2 Date of Submission: 06/02/2026,"Proposed amalgamation of adjoining slum rehabilitation scheme on slum plot bearing CTS Nos. 355(pt.), 355/81 to 108, 355/191 to 264, 355/308 to 351, 355/357(pt.), 355/358 to 410, 484, 484/1 to 10 of village Kurar, Taluka- Borivali, Kranti Nagar, Opp. Laxman Police Chowki, Malad (E), Mumbai 400 097 for “Saurabh SRA CHS (Prop.) & Islampura Ekta SRA CHS (Prop.)” with existing approved Slum Rehabilitation Scheme on slum plot bearing CTS No. 355(pt.), 355/267 to 307, 355/352 to 356, 355/357 (pt.), 35",Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
44,Tier 1 - Immediate,71.0,True,92,62.0,0.3,0.9333333333333332,0.6,1.0,Maharashtra,SIA/MH/INFRA2/568214/2026,"Integrated Industrial Area Development Project on Plot bearing S. No. 58, 59,63, 64, 65, 66,67, 68,75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 101, 102, 103, 105, 106, 107,108, 109, 118,119,120, 121,122, 123, 124, 125, 126,127, 128, 129, 130, 131, 132,133, 134, 135, 136, 138, 160, 196,at Village Usatane, Taluka-Ambernath, District -Thane; S. No. 197, 198, 199 at Village Nitlas, Tal Panvel, Dist Raigad",LODHA DEVELOPERS LIMITED,MAHARASHTRA,INFRA-2,B1,Under Verification,"Diesel, Bitumen, Lubricants, Generator Fuel",2026,Category: B1 Sector: INFRA-2 Date of Submission: 06/02/2026,Integrated Industrial Area Development Project,Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
